Date,Open,High,Low,Close,Adj Close,Volume
2022-01-28,7800.0,7825.0,7700.0,7775.0,7275.2216796875,70595000
2022-01-31,7775.0,7775.0,7625.0,7625.0,7134.86376953125,68122000
2022-02-02,7775.0,7800.0,7675.0,7800.0,7298.6142578125,65308100
2022-02-03,7800.0,7825.0,7700.0,7725.0,7228.43505859375,35100600
2022-02-04,7750.0,7800.0,7700.0,7725.0,7228.43505859375,39324700
2022-02-07,7775.0,7800.0,7700.0,7800.0,7298.6142578125,56813200
2022-02-08,7750.0,7850.0,7725.0,7725.0,7228.43505859375,61883100
2022-02-09,7850.0,7950.0,7800.0,7950.0,7438.97216796875,108922200
2022-02-10,7950.0,7950.0,7750.0,7750.0,7251.82861328125,93277000
2022-02-11,7675.0,7825.0,7650.0,7825.0,7322.0078125,71968800
2022-02-14,7750.0,7775.0,7700.0,7700.0,7205.04248046875,57710700
2022-02-15,7750.0,7875.0,7725.0,7875.0,7368.79345703125,55617000
2022-02-16,7850.0,7975.0,7825.0,7975.0,7462.36572265625,77055100
2022-02-17,7850.0,7925.0,7800.0,7900.0,7392.1865234375,48704600
2022-02-18,7950.0,7950.0,7850.0,7925.0,7415.57958984375,56813400
2022-02-21,7925.0,7975.0,7900.0,7950.0,7438.97216796875,43821700
2022-02-22,7900.0,7950.0,7850.0,7900.0,7392.1865234375,80095500
2022-02-23,7900.0,8100.0,7875.0,8050.0,7532.54443359375,99240300
2022-02-24,8125.0,8150.0,7925.0,8000.0,7485.75830078125,124947700
2022-02-25,7950.0,8175.0,7925.0,8050.0,7532.54443359375,135899900
2022-03-01,8000.0,8175.0,8000.0,8050.0,7532.54443359375,136616800
2022-03-02,8225.0,8225.0,7975.0,7975.0,7462.36572265625,100301000
2022-03-04,7975.0,8025.0,7900.0,7900.0,7392.1865234375,132983400
2022-03-07,7800.0,7850.0,7700.0,7700.0,7205.04248046875,130990900
2022-03-08,7700.0,7850.0,7650.0,7650.0,7158.2568359375,119256500
2022-03-09,7700.0,7950.0,7650.0,7850.0,7345.400390625,132814500
2022-03-10,7925.0,7975.0,7800.0,7925.0,7415.57958984375,86484000
2022-03-11,7725.0,7950.0,7725.0,7950.0,7438.97216796875,61053900
2022-03-14,8050.0,8100.0,7950.0,8075.0,7555.9375,78432100
2022-03-15,8150.0,8200.0,8075.0,8150.0,7626.11669921875,111214500
2022-03-16,8275.0,8275.0,8075.0,8200.0,7672.90234375,149761300
2022-03-17,8300.0,8300.0,8000.0,8000.0,7485.75830078125,132439400
2022-03-18,8000.0,8100.0,7900.0,7900.0,7392.1865234375,143981700
2022-03-21,7800.0,7950.0,7800.0,7900.0,7392.1865234375,85485500
2022-03-22,7900.0,7950.0,7875.0,7925.0,7415.57958984375,60010900
2022-03-23,7925.0,7950.0,7825.0,7900.0,7392.1865234375,82208000
2022-03-24,7850.0,7950.0,7800.0,7925.0,7415.57958984375,95245100
2022-03-25,7900.0,7950.0,7900.0,7950.0,7438.97216796875,85101200
2022-03-28,7825.0,7900.0,7800.0,7900.0,7505.4765625,83911500
2022-03-29,7875.0,7900.0,7825.0,7850.0,7457.9736328125,62180600
2022-03-30,7900.0,7900.0,7825.0,7875.0,7481.72509765625,71430600
2022-03-31,7925.0,8000.0,7875.0,7975.0,7576.7314453125,112691900
2022-04-01,8075.0,8075.0,7850.0,7925.0,7529.22802734375,105575400
2022-04-04,7925.0,7925.0,7825.0,7900.0,7505.4765625,57321200
2022-04-05,7900.0,7900.0,7850.0,7900.0,7505.4765625,48528300
2022-04-06,7825.0,7850.0,7750.0,7750.0,7362.9677734375,119263000
2022-04-07,7725.0,7825.0,7700.0,7750.0,7362.9677734375,68619400
2022-04-08,7800.0,7875.0,7775.0,7850.0,7457.9736328125,69791600
2022-04-11,7825.0,7875.0,7725.0,7725.0,7339.2158203125,62776200
2022-04-12,7725.0,7800.0,7700.0,7800.0,7410.47021484375,73471300
2022-04-13,7800.0,7850.0,7750.0,7800.0,7410.47021484375,57622100
2022-04-14,7800.0,7800.0,7700.0,7700.0,7315.46484375,93342900
2022-04-18,7700.0,7725.0,7625.0,7700.0,7315.46484375,68464700
2022-04-19,7700.0,7700.0,7625.0,7625.0,7244.2099609375,98632000
2022-04-20,7725.0,7725.0,7625.0,7650.0,7267.9619140625,124388800
2022-04-21,7800.0,7925.0,7750.0,7925.0,7529.22802734375,129323400
2022-04-22,7850.0,7925.0,7800.0,7875.0,7481.72509765625,85956100
2022-04-25,7875.0,8000.0,7825.0,8000.0,7600.48291015625,91279600
2022-04-26,7925.0,8125.0,7925.0,8125.0,7719.240234375,128360900
2022-04-27,8075.0,8200.0,8075.0,8200.0,7790.49462890625,89463100
2022-04-28,8250.0,8250.0,8075.0,8125.0,7719.240234375,133730600
2022-05-09,7875.0,7900.0,7600.0,7600.0,7220.4580078125,456796600
2022-05-10,7250.0,7600.0,7250.0,7525.0,7149.2041015625,268445700
2022-05-11,7525.0,7700.0,7450.0,7650.0,7267.9619140625,156535200
2022-05-12,7525.0,7550.0,7275.0,7275.0,6911.68896484375,240529600
2022-05-13,7250.0,7475.0,7250.0,7325.0,6959.19189453125,212968600
2022-05-17,7275.0,7475.0,7275.0,7400.0,7030.44677734375,159657600
2022-05-18,7500.0,7575.0,7375.0,7575.0,7196.70654296875,153514300
2022-05-19,7400.0,7475.0,7375.0,7450.0,7077.94921875,140908900
2022-05-20,7425.0,7475.0,7400.0,7400.0,7030.44677734375,86520200
2022-05-23,7450.0,7475.0,7350.0,7375.0,7006.69482421875,71603500
2022-05-24,7325.0,7475.0,7325.0,7350.0,6982.94384765625,108710800
2022-05-25,7400.0,7450.0,7350.0,7375.0,7006.69482421875,76747400
2022-05-27,7525.0,7575.0,7475.0,7575.0,7196.70654296875,84336900
2022-05-30,7575.0,7600.0,7475.0,7575.0,7196.70654296875,105411400
2022-05-31,7600.0,7750.0,7525.0,7750.0,7362.9677734375,286292700
2022-06-02,7625.0,7675.0,7525.0,7575.0,7196.70654296875,149226300
2022-06-03,7600.0,7675.0,7575.0,7600.0,7220.4580078125,80563100
2022-06-06,7550.0,7575.0,7425.0,7450.0,7077.94921875,81140300
2022-06-07,7300.0,7475.0,7300.0,7375.0,7006.69482421875,129242500
2022-06-08,7500.0,7600.0,7425.0,7600.0,7220.4580078125,108910500
2022-06-09,7500.0,7575.0,7500.0,7500.0,7125.4521484375,107828300
2022-06-10,7400.0,7450.0,7350.0,7350.0,6982.94384765625,111768600
2022-06-13,7300.0,7400.0,7275.0,7350.0,6982.94384765625,85539500
2022-06-14,7300.0,7400.0,7250.0,7400.0,7030.44677734375,80865100
2022-06-15,7300.0,7375.0,7300.0,7325.0,6959.19189453125,130367100
2022-06-16,7400.0,7600.0,7375.0,7575.0,7196.70654296875,132666300
2022-06-17,7425.0,7550.0,7425.0,7500.0,7125.4521484375,117839400
2022-06-20,7600.0,7650.0,7500.0,7625.0,7244.2099609375,88138700
2022-06-21,7600.0,7650.0,7550.0,7650.0,7267.9619140625,44295700
2022-06-22,7625.0,7650.0,7500.0,7500.0,7125.4521484375,53041800
2022-06-23,7450.0,7575.0,7450.0,7525.0,7149.2041015625,60443000
2022-06-24,7600.0,7600.0,7475.0,7475.0,7101.701171875,57956600
2022-06-27,7475.0,7500.0,7350.0,7350.0,6982.94384765625,76354100
2022-06-28,7300.0,7400.0,7300.0,7300.0,6935.4404296875,146078100
2022-06-29,7325.0,7400.0,7275.0,7275.0,6911.68896484375,98517800
2022-06-30,7300.0,7400.0,7250.0,7250.0,6887.9375,101343900
2022-07-01,7300.0,7325.0,7250.0,7250.0,6887.9375,68738800
2022-07-04,7250.0,7275.0,7000.0,7050.0,6697.92578125,102238600
2022-07-05,7100.0,7325.0,7100.0,7250.0,6887.9375,69172900
2022-07-06,7300.0,7325.0,7175.0,7300.0,6935.4404296875,66801100
2022-07-07,7225.0,7250.0,7100.0,7100.0,6745.42822265625,86126800
2022-07-08,7125.0,7175.0,7075.0,7150.0,6792.93115234375,64312400
2022-07-11,7200.0,7200.0,7125.0,7125.0,6769.18017578125,36830800
2022-07-12,7175.0,7250.0,7150.0,7175.0,6816.68310546875,34269000
2022-07-13,7100.0,7125.0,7000.0,7000.0,6650.42236328125,71988200
2022-07-14,7025.0,7100.0,7000.0,7025.0,6674.173828125,83316300
2022-07-15,7100.0,7100.0,7000.0,7000.0,6650.42236328125,57419900
2022-07-18,7025.0,7150.0,7025.0,7150.0,6792.93115234375,60077700
2022-07-19,7100.0,7175.0,7100.0,7175.0,6816.68310546875,59641000
2022-07-20,7200.0,7400.0,7175.0,7400.0,7030.44677734375,105792900
2022-07-21,7400.0,7400.0,7250.0,7400.0,7030.44677734375,64337100
2022-07-22,7400.0,7400.0,7300.0,7325.0,6959.19189453125,38956500
2022-07-25,7350.0,7375.0,7300.0,7300.0,6935.4404296875,31247600
2022-07-26,7250.0,7375.0,7250.0,7300.0,6935.4404296875,44379900
2022-07-27,7325.0,7350.0,7275.0,7325.0,6959.19189453125,58465500
2022-07-28,7375.0,7450.0,7325.0,7350.0,6982.94384765625,86909700
2022-07-29,7400.0,7475.0,7350.0,7350.0,6982.94384765625,131553000
2022-08-01,7350.0,7500.0,7350.0,7500.0,7125.4521484375,104841600
2022-08-02,7600.0,7625.0,7500.0,7600.0,7220.4580078125,106466900
2022-08-03,7625.0,7625.0,7575.0,7625.0,7244.2099609375,60170600
2022-08-04,7675.0,7800.0,7650.0,7800.0,7410.47021484375,164221000
2022-08-05,7825.0,7875.0,7725.0,7875.0,7481.72509765625,118734200
2022-08-08,7875.0,7925.0,7750.0,7875.0,7481.72509765625,84328900
2022-08-09,7875.0,7975.0,7875.0,7900.0,7505.4765625,92875800
2022-08-10,7800.0,7900.0,7725.0,7900.0,7505.4765625,104376300
2022-08-11,7850.0,7950.0,7825.0,7950.0,7552.97900390625,73204700
2022-08-12,7925.0,7975.0,7850.0,7925.0,7529.22802734375,59381200
2022-08-15,7950.0,7975.0,7900.0,7950.0,7552.97900390625,81411000
2022-08-16,7950.0,7975.0,7850.0,7975.0,7576.7314453125,83556700
2022-08-18,7900.0,8025.0,7875.0,8000.0,7600.48291015625,86136900
2022-08-19,8050.0,8050.0,7900.0,7900.0,7505.4765625,58194900
2022-08-22,7850.0,8000.0,7825.0,8000.0,7600.48291015625,97293300
2022-08-23,8000.0,8000.0,7900.0,7900.0,7505.4765625,71671800
2022-08-24,7950.0,8025.0,7900.0,7950.0,7552.97900390625,108892400
2022-08-25,8000.0,8100.0,7900.0,8075.0,7671.7373046875,99503500
2022-08-26,8025.0,8125.0,8000.0,8000.0,7600.48291015625,80472400
2022-08-29,8000.0,8150.0,7950.0,8150.0,7742.9921875,57762100
2022-08-30,8100.0,8275.0,8075.0,8175.0,7766.74267578125,124467000
2022-08-31,8075.0,8225.0,8050.0,8200.0,7790.49462890625,137659900
2022-09-01,8150.0,8250.0,8125.0,8150.0,7742.9921875,74960800
2022-09-02,8150.0,8225.0,8150.0,8225.0,7814.24658203125,71430600
2022-09-05,8225.0,8300.0,8200.0,8275.0,7861.7490234375,62906000
2022-09-06,8300.0,8350.0,8250.0,8275.0,7861.7490234375,67079900
2022-09-07,8250.0,8375.0,8250.0,8375.0,7956.75537109375,117931700
2022-09-08,8400.0,8500.0,8350.0,8350.0,7933.00390625,132777400
2022-09-09,8500.0,8500.0,8275.0,8375.0,7956.75537109375,91234600
2022-09-12,8325.0,8425.0,8325.0,8375.0,7956.75537109375,52395300
2022-09-13,8375.0,8575.0,8375.0,8525.0,8099.26416015625,124485200
2022-09-14,8375.0,8650.0,8375.0,8500.0,8075.5126953125,116642400
2022-09-15,8500.0,8875.0,8500.0,8750.0,8313.02734375,190404800
2022-09-16,8700.0,8725.0,8450.0,8450.0,8028.009765625,363127600
2022-09-19,8475.0,8750.0,8450.0,8650.0,8218.0224609375,102530600
2022-09-20,8550.0,8650.0,8550.0,8550.0,8123.015625,89238400
2022-09-21,8525.0,8600.0,8425.0,8475.0,8051.76220703125,90933700
2022-09-22,8375.0,8525.0,8375.0,8475.0,8051.76220703125,61908500
2022-09-23,8375.0,8475.0,8375.0,8375.0,7956.75537109375,60567600
2022-09-26,8200.0,8500.0,8200.0,8425.0,8004.25830078125,106228200
2022-09-27,8375.0,8450.0,8300.0,8300.0,7885.5009765625,89567100
2022-09-28,8250.0,8425.0,8250.0,8325.0,7909.25244140625,89153400
2022-09-29,8325.0,8450.0,8325.0,8375.0,7956.75537109375,62643700
2022-09-30,8375.0,8575.0,8275.0,8550.0,8123.015625,176524800
2022-10-03,8450.0,8525.0,8450.0,8500.0,8075.5126953125,115079600
2022-10-04,8525.0,8625.0,8525.0,8550.0,8123.015625,80524500
2022-10-05,8525.0,8550.0,8425.0,8450.0,8028.009765625,63788000
2022-10-06,8475.0,8500.0,8425.0,8425.0,8004.25830078125,43967400
2022-10-07,8325.0,8375.0,8200.0,8200.0,7790.49462890625,112043400
2022-10-10,8150.0,8375.0,8125.0,8300.0,7885.5009765625,80238200
2022-10-11,8200.0,8300.0,8150.0,8250.0,7837.99755859375,64060000
2022-10-12,8200.0,8325.0,8175.0,8325.0,7909.25244140625,47569700
2022-10-13,8275.0,8375.0,8275.0,8275.0,7861.7490234375,62282800
2022-10-14,8300.0,8350.0,8250.0,8250.0,7837.99755859375,70642900
2022-10-17,8250.0,8300.0,8175.0,8250.0,7837.99755859375,56387500
2022-10-18,8275.0,8475.0,8250.0,8300.0,7885.5009765625,85665300
2022-10-19,8250.0,8350.0,8225.0,8275.0,7861.7490234375,66753500
2022-10-20,8250.0,8500.0,8250.0,8500.0,8075.5126953125,91812300
2022-10-21,8450.0,8725.0,8450.0,8650.0,8218.0224609375,122777800
2022-10-24,8750.0,8900.0,8725.0,8900.0,8455.537109375,89416500
2022-10-25,8825.0,8875.0,8700.0,8700.0,8265.5244140625,84696300
2022-10-26,8625.0,8650.0,8550.0,8550.0,8123.015625,98962100
2022-10-27,8550.0,8700.0,8550.0,8700.0,8265.5244140625,77003400
2022-10-28,8650.0,8750.0,8650.0,8750.0,8313.02734375,84980600
2022-10-31,8850.0,8850.0,8775.0,8800.0,8360.53125,138922800
2022-11-01,9000.0,9000.0,8725.0,8800.0,8360.53125,118118400
2022-11-02,8800.0,8825.0,8725.0,8750.0,8313.02734375,68323600
2022-11-03,8700.0,8825.0,8700.0,8800.0,8360.53125,81856300
2022-11-04,8775.0,8800.0,8675.0,8775.0,8336.7802734375,84458300
2022-11-07,8725.0,8850.0,8675.0,8850.0,8408.03515625,94794000
2022-11-08,8850.0,8875.0,8725.0,8750.0,8313.02734375,42525500
2022-11-09,8675.0,8875.0,8675.0,8875.0,8431.78515625,96599500
2022-11-10,8725.0,8800.0,8725.0,8800.0,8360.53125,89463000
2022-11-11,8900.0,8925.0,8825.0,8850.0,8408.03515625,59597900
2022-11-14,8875.0,8900.0,8750.0,8750.0,8313.02734375,49208200
2022-11-15,8775.0,8850.0,8750.0,8800.0,8360.53125,59092900
2022-11-16,8625.0,8675.0,8550.0,8600.0,8170.5185546875,143424800
2022-11-17,8625.0,8825.0,8600.0,8725.0,8289.2763671875,72679800
2022-11-18,8725.0,8900.0,8725.0,8825.0,8384.2822265625,83556900
2022-11-21,8875.0,8900.0,8725.0,8725.0,8289.2763671875,35901000
2022-11-22,8900.0,8950.0,8850.0,8900.0,8455.537109375,84684200
2022-11-23,8900.0,8975.0,8875.0,8875.0,8431.78515625,84642100
2022-11-24,8975.0,9000.0,8950.0,9000.0,8550.54296875,53520800
2022-11-25,9000.0,9000.0,8900.0,8975.0,8526.791015625,75048300
2022-11-28,9050.0,9100.0,8975.0,9025.0,8574.294921875,96209700
2022-11-29,8975.0,9075.0,8925.0,8975.0,8526.791015625,91562100
2022-11-30,8875.0,9400.0,8850.0,9300.0,8835.560546875,644359600
2022-12-01,9275.0,9350.0,9000.0,9000.0,8550.54296875,155775400
2022-12-02,8900.0,8975.0,8900.0,8900.0,8488.5478515625,130982100
2022-12-05,8800.0,8900.0,8775.0,8775.0,8369.3271484375,114656300
2022-12-06,8725.0,8750.0,8575.0,8675.0,8273.9501953125,180553800
2022-12-07,8500.0,8575.0,8450.0,8450.0,8059.35205078125,229308700
2022-12-08,8375.0,8575.0,8350.0,8500.0,8107.0400390625,172590100
2022-12-09,8500.0,8600.0,8450.0,8575.0,8178.5732421875,90851300
2022-12-12,8525.0,8700.0,8475.0,8700.0,8297.794921875,102851800
2022-12-13,8625.0,8700.0,8550.0,8700.0,8297.794921875,104580200
2022-12-14,8600.0,8700.0,8525.0,8625.0,8226.26171875,118164300
2022-12-15,8575.0,8600.0,8500.0,8500.0,8107.0400390625,113255700
2022-12-16,8425.0,8650.0,8400.0,8600.0,8202.41796875,181516700
2022-12-19,8650.0,8700.0,8600.0,8650.0,8250.10546875,67482900
2022-12-20,8550.0,8650.0,8550.0,8575.0,8178.5732421875,41243700
2022-12-21,8600.0,8700.0,8575.0,8675.0,8273.9501953125,33617700
2022-12-22,8650.0,8675.0,8575.0,8575.0,8178.5732421875,59591500
2022-12-23,8525.0,8575.0,8500.0,8500.0,8107.0400390625,47393000
2022-12-26,8500.0,8625.0,8500.0,8575.0,8178.5732421875,20495900
2022-12-27,8600.0,8650.0,8575.0,8600.0,8202.41796875,27193800
2022-12-28,8650.0,8650.0,8550.0,8650.0,8250.10546875,40420200
2022-12-29,8525.0,8600.0,8500.0,8575.0,8178.5732421875,47020900
2022-12-30,8575.0,8650.0,8550.0,8550.0,8154.7294921875,44681400
2023-01-02,8575.0,8600.0,8500.0,8550.0,8154.7294921875,10653900
2023-01-03,8550.0,8600.0,8525.0,8550.0,8154.7294921875,27399100
2023-01-04,8525.0,8575.0,8350.0,8350.0,7963.97509765625,90918800
2023-01-05,8350.0,8375.0,8150.0,8250.0,7868.59765625,128838500
2023-01-06,8100.0,8325.0,8100.0,8300.0,7916.28662109375,69286600
2023-01-09,8325.0,8450.0,8325.0,8450.0,8059.35205078125,86916900
2023-01-10,8400.0,8425.0,8150.0,8175.0,7797.06494140625,101759100
2023-01-11,8050.0,8150.0,8000.0,8125.0,7749.376953125,96069100
2023-01-12,8150.0,8275.0,8125.0,8175.0,7797.06494140625,103804600
2023-01-13,8150.0,8175.0,8025.0,8050.0,7677.84423828125,119748200
2023-01-16,8050.0,8200.0,8050.0,8150.0,7773.22119140625,105710700
2023-01-17,8175.0,8375.0,8150.0,8325.0,7940.13037109375,88695900
2023-01-18,8200.0,8325.0,8175.0,8300.0,7916.28662109375,96814600
2023-01-19,8350.0,8350.0,8250.0,8325.0,7940.13037109375,66391800
2023-01-20,8275.0,8325.0,8250.0,8300.0,7916.28662109375,96859500
2023-01-24,8300.0,8350.0,8225.0,8225.0,7844.75439453125,42474500
2023-01-25,8300.0,8300.0,8200.0,8200.0,7820.90966796875,66124500
2023-01-26,8225.0,8475.0,8225.0,8475.0,8083.1962890625,77582300
2023-01-27,8700.0,8850.0,8550.0,8700.0,8297.794921875,196804700
2023-01-30,8725.0,8775.0,8575.0,8700.0,8297.794921875,68544300
2023-01-31,8625.0,8675.0,8475.0,8475.0,8083.1962890625,200589000
2023-02-01,8575.0,8575.0,8450.0,8500.0,8107.0400390625,77396200
2023-02-02,8425.0,8525.0,8400.0,8450.0,8059.35205078125,99109500
2023-02-03,8550.0,8700.0,8500.0,8700.0,8297.794921875,71716700
2023-02-06,8750.0,8750.0,8650.0,8725.0,8321.638671875,117757700
2023-02-07,8775.0,8850.0,8750.0,8850.0,8440.8603515625,116014700
2023-02-08,8825.0,8850.0,8800.0,8825.0,8417.015625,54495500
2023-02-09,8825.0,8900.0,8800.0,8900.0,8488.5478515625,72381700
2023-02-10,8875.0,8900.0,8700.0,8825.0,8417.015625,62060900
2023-02-13,8875.0,8900.0,8775.0,8875.0,8464.7041015625,63775000
2023-02-14,8850.0,8950.0,8825.0,8950.0,8536.236328125,81678200
2023-02-15,8875.0,8900.0,8750.0,8875.0,8464.7041015625,38037000
2023-02-16,8825.0,8850.0,8700.0,8700.0,8297.794921875,66040400
2023-02-17,8775.0,8850.0,8725.0,8725.0,8321.638671875,43588900
2023-02-20,8725.0,8825.0,8700.0,8750.0,8345.482421875,40077000
2023-02-21,8775.0,8800.0,8700.0,8700.0,8297.794921875,25390500
2023-02-22,8700.0,8750.0,8625.0,8675.0,8273.9501953125,38671900
2023-02-23,8625.0,8750.0,8625.0,8725.0,8321.638671875,53412300
2023-02-24,8775.0,8850.0,8675.0,8675.0,8273.9501953125,44123400
2023-02-27,8675.0,8775.0,8650.0,8775.0,8369.3271484375,59983900
2023-02-28,8775.0,8775.0,8675.0,8750.0,8345.482421875,106349400
2023-03-01,8725.0,8750.0,8600.0,8600.0,8202.41796875,67034700
2023-03-02,8600.0,8700.0,8600.0,8625.0,8226.26171875,56672000
2023-03-03,8650.0,8675.0,8475.0,8475.0,8083.1962890625,95376900
2023-03-06,8550.0,8550.0,8400.0,8400.0,8011.66357421875,92652000
2023-03-07,8350.0,8475.0,8350.0,8425.0,8035.5078125,106115600
2023-03-08,8400.0,8575.0,8400.0,8575.0,8178.5732421875,79350900
2023-03-09,8650.0,8650.0,8550.0,8575.0,8178.5732421875,54201400
2023-03-10,8500.0,8550.0,8450.0,8450.0,8059.35205078125,59580100
2023-03-13,8450.0,8625.0,8450.0,8550.0,8154.7294921875,82077700
2023-03-14,8425.0,8475.0,8325.0,8325.0,7940.13037109375,90495300
2023-03-15,8450.0,8475.0,8325.0,8325.0,7940.13037109375,86747400
2023-03-16,8300.0,8350.0,8250.0,8300.0,7916.28662109375,105894000
2023-03-17,8375.0,8450.0,8325.0,8375.0,7987.81884765625,198558600
2023-03-20,8400.0,8475.0,8375.0,8400.0,8011.66357421875,37277900
2023-03-21,8400.0,8500.0,8375.0,8500.0,8107.0400390625,91617400
